Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-48292400053,2022-06-13,HY-VEE #4 / WDM,50265,E & J GALLO WINERY,73063,,81.0,3.0
INV-48115300170,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,"SOVEREIGN BRANDS, LLC",64529,2,55.5,1.5
INV-48415000013,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,OLE SMOKY DISTILLERY LLC,80398,1,13.13,0.05
INV-48309900164,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,INFINIUM SPIRITS,89242,6,152.94,4.5
INV-48295200060,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,E & J GALLO WINERY,40594,24,270.0,18.0
INV-48389900038,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,S&B FARMS DISTILLERY,77055,6,117.12,4.5
INV-48414900011,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,68036,12,296.88,9.0
INV-48309900041,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,CEDAR RIDGE VINEYARDS LL,25165,6,225.0,4.5
INV-48020900054,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,52318,6,108.0,10.5
INV-48069400113,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,89496,24,270.48,18.0
INV-48316800036,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,35318,6,62.28,10.5
INV-48388800113,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,old elk distilleries llc,20306,6,450.0,4.5
INV-48309900096,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LUXCO INC,45278,12,135.0,21.0
INV-48355400150,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BROWN FORMAN CORP.,16396,12,225.0,9.0
INV-48020100029,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,86103,36,126.0,36.0
INV-48415100001,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,HOTALING & CO,18613,1,33.9,0.75
INV-48414900018,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,12872,12,90.0,9.0
INV-48020900099,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,43336,12,163.08,9.0
INV-48355400142,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,CALIFORNIA TEQUILA INC,74777,6,117.0,4.5
INV-47997300243,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,82786,3,30.39,2.25
INV-48415000024,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,68013,3,74.22,2.25
INV-48316800049,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,30528,6,64.56,10.5
INV-48415100008,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,PATERNO IMPORTS LTD / TERLATO WINES INTERNATIONAL,66068,1,37.5,0.75
INV-48309800027,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PHILLIPS BEVERAGE,41691,12,82.8,0.6
INV-48415000103,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,39916,1,2.99,0.2
INV-48415000077,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,66518,2,25.5,1.5
INV-48355400018,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,40331,12,153.0,9.0
INV-48400100086,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,constellation brands inc,34821,12,241.2,21.0
INV-48351600067,2022-06-15,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,27783,3,49.5,2.25
INV-48316800205,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,76669,4,42.0,3.0
INV-47997300072,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,28867,5,116.25,5.0
INV-48021000081,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,8825,4,30.8,3.0
INV-48309800055,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,84222,,23.22,0.15
INV-48295600026,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BROWN FORMAN CORP.,74804,3,51.75,0.15
INV-48346800003,2022-06-15,HY-VEE #3 / BDI / DES MOINES,50320,brown forman corp.,87849,60,2385.0,45.0
INV-48020600003,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,OLE SMOKY DISTILLERY LLC,86843,12,198.0,9.0
INV-47997300272,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,88036,3,33.81,2.25
INV-48316800179,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,69945,4,43.56,1.5
INV-48295500100,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,42370,12,270.0,9.0
INV-48292400038,2022-06-13,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,43334,24,180.0,9.0
INV-48292400089,2022-06-13,HY-VEE #4 / WDM,50265,STOLI GROUP,34870,3,44.97,2.25
INV-48020900003,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,84172,12,77.4,0.6
INV-48376000044,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,BROWN FORMAN CORP.,16396,12,225.0,9.0
INV-48355400209,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JEM BEVERAGE COMPANY,39705,6,39.6,0.3
INV-48414900028,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,86251,12,43.56,12.0
INV-48069400042,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,35418,6,76.5,10.5
INV-47997300074,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,29728,2,21.76,3.5
INV-48021000013,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,81124,1,7.74,0.05
INV-48069000001,2022-06-06,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,34001,,23.76,0.1
INV-48367700036,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,66636,12,243.0,9.0
INV-48316800083,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,43387,12,94.56,12.0
INV-48316800252,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,82820,4,40.52,3.0
INV-48400100155,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,57371,3,74.25,2.25
INV-48021000015,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,75195,1,7.26,0.05
INV-48115300185,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,68036,2,49.48,1.5
INV-48355400038,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,INFINIUM SPIRITS,37888,6,90.0,10.5
INV-48020900010,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,68038,6,292.44,10.5
INV-48295500143,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,81124,10,77.4,0.5
INV-48099700004,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,43078,6,103.5,10.5
INV-48316800076,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MISSISSIPPI RIVER DISTIL,80236,6,91.56,4.5
INV-48355400213,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JEM BEVERAGE COMPANY,39500,6,39.6,0.3
INV-47997300004,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,10807,12,314.88,9.0
INV-47997300245,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,84211,2,22.5,1.5
INV-48020500001,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401a,BACARDI USA INC,34359,120,810.0,24.0
INV-48355400042,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,72928,12,163.08,9.0
INV-48020500009,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,OLE SMOKY DISTILLERY LLC,87018,24,396.0,18.0
INV-48400100123,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,phillips beverage,41360,5,52.5,3.75
INV-48021000117,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,89470,1,32.25,1.75
INV-48309800011,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,19068,12,387.0,21.0
INV-48295200147,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,76478,,198.0,9.0
INV-48295600020,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,67522,2,19.8,0.1
INV-48021000168,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,34255,2,37.5,1.5
INV-48021000120,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,87643,3,56.25,2.25
INV-48295500017,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,36305,12,60.12,9.0
INV-48355400238,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PERNOD RICARD USA,67524,10,101.1,3.75
INV-48355400117,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503a,FOUR ROSES DISTILLERY,18352,12,225.0,9.0
INV-48351600052,2022-06-15,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,30318,6,99.0,10.5
INV-48355400070,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,52316,12,108.0,9.0
INV-48099600003,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,5037,3,137.16,3.0
INV-48115300069,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,FIFTH GENERATION INC,38177,48,948.48,48.0
INV-48292400057,2022-06-13,HY-VEE #4 / WDM,50265,DISARONNO INTERNATIONAL,64136,12,284.76,9.0
INV-48115300091,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,84223,1,77.4,0.05
INV-48069000057,2022-06-06,HY-VEE FOOD STORE / CORALVILLE,52241,DUNKEL CORPORATION / IOWA DISTILLING,27629,12,163.68,9.0
INV-48069400098,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,4716,12,350.88,9.0
INV-48295500131,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BROWN FORMAN CORP.,52806,12,119.88,9.0
INV-48069000053,2022-06-06,HY-VEE FOOD STORE / CORALVILLE,52241,BACARDI USA INC,66836,6,180.0,4.5
INV-48309800024,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WILLIAM GRANT & SONS INC,28625,18,513.0,13.5
INV-48316800035,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,36978,12,124.56,21.0
INV-48355400192,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,87401,8,138.0,0.4
INV-47997300274,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,88205,2,48.0,1.5
INV-48309900046,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BACARDI USA INC,28233,12,297.0,12.0
INV-48316800132,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,28704,4,119.96,3.0
INV-48020900084,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,PHILLIPS BEVERAGE,37356,12,64.32,9.0
INV-48399900008,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,38844,2,12.9,0.1
INV-48295600033,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,37991,2,22.42,0.1
INV-48127700067,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LUXCO INC,84456,12,90.0,9.0
INV-48099600090,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,52597,6,65.16,6.0
INV-47997300173,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,moet hennessy usa,48106,3,103.47,2.25
INV-48295500056,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,17127,12,90.0,12.0
INV-48367700044,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,59154,6,90.36,10.5
INV-48069400030,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PHILLIPS BEVERAGE,37356,12,64.32,9.0
INV-48295500127,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,88556,12,189.0,9.0
INV-48295600021,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,68031,2,89.4,2.0
INV-48369900010,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,5446,6,265.5,4.5
INV-48388800142,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,cooper spirits international,74740,6,118.56,4.5
INV-48020900074,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,58854,6,90.36,10.5
INV-48414800012,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,19096,36,594.0,27.0
INV-48295200038,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,43316,12,215.88,9.0
INV-48295200113,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,37938,6,64.02,10.5
INV-48388800081,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,35947,300,1575.0,300.0
INV-48020900043,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,WILLIAM GRANT & SONS INC,28625,6,171.0,4.5
INV-48400100100,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,36618,2,22.5,1.5
INV-48127600013,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,43285,12,163.08,9.0
INV-48309900048,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WILLIAM GRANT & SONS INC,28617,6,193.5,4.5
INV-48351600006,2022-06-15,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,80023,,15.6,0.75
INV-48021000030,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,66836,2,60.0,1.5
INV-48309900028,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,15180,,66.75,0.75
INV-48388800115,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,william grant & sons inc,5006,,486.0,9.0
INV-48369900042,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,laird & company,23626,3,15.75,2.25
INV-48355400046,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,44557,12,126.0,9.0
INV-48388800208,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,19477,,1620.0,48.0
INV-48316800041,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,28236,12,252.0,9.0
INV-48115300115,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,84143,2,15.48,0.1
INV-48316800198,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MCCORMICK DISTILLING CO.,941941,,22.5,1.5
INV-48414500008,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,20536,1,6.38,0.75
INV-48369900169,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,88296,3,126.0,2.25
INV-48295200145,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,80458,6,103.86,10.5
INV-48069000012,2022-06-06,HY-VEE FOOD STORE / CORALVILLE,52241,WILLIAM GRANT & SONS INC,88116,6,148.5,4.5
INV-48070300083,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,77714,12,148.56,9.0
INV-48367700028,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,36978,18,186.84,31.5
INV-48295200103,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,38577,12,153.0,9.0
INV-48309900024,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,11776,12,94.2,9.0
INV-48369900154,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,78071,3,37.14,2.25
INV-48355400254,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,11296,12,314.88,9.0
INV-48369900109,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43299,3,37.17,2.25
INV-47997300014,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,phillips beverage,14523,4,54.12,3.0
INV-47997300153,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,43078,2,34.5,3.5
INV-48316800033,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,35946,12,54.0,9.0
INV-48295500108,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,45275,12,72.0,9.0
INV-48316800232,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,43136,2,24.78,1.5
INV-48388500002,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,moet hennessy usa,48107,12,494.88,12.0
INV-48006400002,2022-06-03,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,34001,,594.0,2.5
INV-48021000061,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,5924,1,33.72,0.75
INV-48415000064,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,29118,1,25.01,1.0
INV-47997300250,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,86103,12,42.0,12.0
INV-48316800255,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,69636,2,25.98,1.5
INV-48127600085,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,69609,12,90.0,0.6
INV-47997300131,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,38841,3,38.25,2.25
INV-48355400023,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,FIFTH GENERATION INC,38177,24,474.24,24.0
INV-48021000186,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,PHILLIPS BEVERAGE,42009,2,34.5,3.5
INV-48099600020,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,18196,3,36.0,2.25
INV-47997300204,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,remy cointreau usa inc,64776,12,386.64,9.0
INV-48316800279,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,5318,3,108.24,2.25
INV-48355400096,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,58872,6,78.66,10.5
INV-48115300128,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,INFINIUM SPIRITS,87035,1,21.0,0.05
INV-48415000004,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,19061,1,10.5,0.05
INV-48316800122,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,28819,6,180.0,4.5
INV-48309900133,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MCCORMICK DISTILLING CO.,68340,9,243.0,6.75
INV-48020900008,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,67528,6,238.32,10.5
INV-48389700009,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,86542,2,52.5,0.1
INV-48369900141,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,68036,12,296.88,9.0
INV-48021000082,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,COOPER SPIRITS INTERNATIONAL,74740,2,39.52,1.5
INV-48295500088,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,87403,6,54.0,2.25
INV-48295200086,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,5430,12,900.0,9.0
INV-48295200006,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,65061,1,9.0,0.05
INV-48355400173,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,17958,6,148.5,10.5
INV-48115300211,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,15982,2,62.98,1.5
INV-48099600098,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,58840,6,78.66,10.5
INV-48400100038,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,21480,5,47.85,3.75
INV-47997300179,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,52598,1,19.5,1.75
INV-48295500083,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CEDAR RIDGE VINEYARDS LL,27014,3,88.53,2.25
INV-47997300227,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,77637,4,49.52,3.0
INV-48415000068,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,30236,4,30.0,3.0
INV-48099600089,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,52316,3,27.0,2.25
INV-48020900095,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,MCCORMICK DISTILLING CO.,36904,,129.6,18.0
INV-48355400109,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,87938,6,135.0,10.5
INV-48309900153,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,86781,6,112.5,4.5
INV-48400100113,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,fifth generation inc,38177,12,237.12,12.0
INV-48316800259,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HOTALING & CO,67610,2,57.0,1.5
INV-48069400117,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CAMPARI AMERICA,87619,12,270.0,9.0
INV-48309900124,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PARK STREET IMPORTS,65426,12,253.8,9.0
INV-48020900007,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,89235,,495.12,18.0
INV-48355400006,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,75210,6,90.0,4.5
INV-47997300215,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,69618,3,38.97,2.25
INV-47997300257,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,brown forman corp.,86670,5,119.35,3.75
INV-48355400020,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,40053,12,153.0,9.0
INV-48351600073,2022-06-15,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,86103,12,42.0,12.0
INV-48020900062,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,54448,6,101.64,10.5
INV-48127600064,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,64904,12,276.0,21.0
INV-48369900108,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43285,12,163.08,9.0
INV-48389900027,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MISSISSIPPI RIVER DISTIL,58746,6,144.0,4.5
INV-48414900032,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,77709,12,148.56,9.0
INV-48020900058,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,43316,12,215.88,9.0
INV-48355400158,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,19066,12,198.0,9.0
INV-48020500008,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,OLE SMOKY DISTILLERY LLC,86987,,99.0,4.5
INV-48295200100,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,WILLIAM GRANT & SONS INC,89583,6,148.5,4.5
INV-48295200009,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,77740,4,49.52,3.0
INV-48355400199,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,OLE SMOKY DISTILLERY LLC,76412,,105.04,0.4
INV-48295500090,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,WORLD TRADE LIQUOR IMPORTS LLC,86121,4,216.0,3.0
INV-48309900032,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,18095,6,99.0,4.5
INV-48070200002,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,sugarlands distilling company llc,977236,6,121.8,4.5
INV-48295500142,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,86884,24,172.08,9.0
